"State","FPO Name","Location (District + Address)","Crop Focus","Key Activities (Bio-input Collaboration Lens)","Reason for Selection (Business Relevance)","Contact Details (Name | Phone | Email – as listed in SFAC)","Source (SFAC PDF URL)"
"Telangana","Vikarabad Floriculture & Vegetable FPC Ltd.","Vikarabad – Vikarabad District","Rose, Chrysanthemum, Tomato, Paddy","Floriculture aggregation; market linkage; input procurement","Peri-Hyderabad flower cluster; bio-stimulant for flower quality; residue-free premium market","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Telangana.pdf"
"Odisha","Koraput Tribal Horticulture Producer Company Ltd.","Koraput – Koraput District","Ginger, Turmeric, Vegetables, Mango","Tribal aggregation; spice export; input procurement","Koraput organic/tribal cluster; bio-stimulant for ginger + bio-fertilizer for organics certification","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Ganjam Cashew & Vegetable Producer Company Ltd.","Ganjam – Ganjam District","Cashew, Tomato, Vegetables","Cashew aggregation; export linkage; input procurement","Major cashew district; bio-stimulant for cashew fruit set + bio-fungicide for tea mosquito bug","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Puri Paddy & Vegetable FPC Ltd.","Puri – Puri District","Paddy, Tomato, Brinjal, Vegetables","Aggregation; input procurement; market linkage","Coastal veg + paddy cluster near Bhubaneswar; bio-fertilizer for paddy + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Kendrapara Vegetables & Horticulture FPC Ltd.","Kendrapara – Kendrapara District","Tomato, Brinjal, Paddy, Coconut","Input procurement; aggregation; market linkage","Coastal horticulture cluster; bio-pesticide for vegetables + bio-stimulant for coconut","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Mayurbhanj Tribal Horticulture Producer Company Ltd.","Mayurbhanj – Baripada, Mayurbhanj District","Turmeric, Vegetables, Mango, Jackfruit","Tribal aggregation; spice aggregation; export linkage","Tribal district with organic potential; bio-fertilizer + bio-stimulant for turmeric and mango","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Cuttack Banana & Vegetable Producer Company Ltd.","Cuttack – Cuttack District","Banana, Tomato, Vegetables, Paddy","Input procurement; aggregation; market linkage","Major urban-peri-urban veg + banana cluster; bio-stimulant for banana + bio-pesticide for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Kalahandi Onion & Tomato FPC Ltd.","Kalahandi – Bhawanipatna, Kalahandi District","Onion, Tomato, Paddy","Aggregation; input procurement; market linkage","Aspiring commercial horticulture district; bio-fungicide for onion disease + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Sundargarh Tribal Vegetables & Ginger FPC Ltd.","Sundargarh – Sundargarh District","Ginger, Turmeric, Vegetables, Paddy","Tribal aggregation; spice export; organic certification","Tribal horticulture belt; bio-fertilizer + bio-stimulant; organic ginger export potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Dhenkanal Horticulture Producer Company Ltd.","Dhenkanal – Dhenkanal District","Tomato, Brinjal, Papaya, Paddy","Input procurement; aggregation; market linkage","Central Odisha horticulture cluster; bio-pesticide + bio-stimulant for commercial veg crops","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Bolangir Tomato & Vegetables FPC Ltd.","Bolangir – Bolangir District","Tomato, Cotton, Paddy","Aggregation; input procurement; market linkage","Western Odisha tomato cluster; bio-stimulant + bio-pesticide for tomato quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Keonjhar Turmeric & Vegetables FPC Ltd.","Keonjhar – Keonjhar District","Turmeric, Ginger, Paddy, Vegetables","Spice aggregation; market linkage; input procurement","Tribal spice belt; bio-stimulant for turmeric yield; organic certification potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Balasore Vegetables & Horticulture FPC Ltd.","Balasore – Balasore District","Tomato, Paddy, Vegetables, Turmeric","Aggregation; input procurement; market linkage","Coastal commercial veg cluster; bio-pesticide + bio-stimulant for quality vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Bhubaneswar Urban-Peri-Urban Vegetable FPC Ltd.","Khordha – Khordha District","Leafy Vegetables, Tomato, Brinjal","Aggregation; market linkage; bio-input demonstration","Metro-supply vegetable cluster; residue-free produce demand; bio-pesticide + bio-stimulant flagship","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Nayagarh Turmeric & Paddy Producer Company Ltd.","Nayagarh – Nayagarh District","Turmeric, Paddy, Vegetables","Input procurement; turmeric aggregation; market linkage","Commercial turmeric zone in central Odisha; bio-stimulant for rhizome quality + bio-fertilizer","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"Odisha","Sambalpur Mango & Vegetables FPC Ltd.","Sambalpur – Sambalpur District","Mango, Tomato, Paddy, Vegetables","Aggregation; input procurement; market linkage","Western Odisha mango + commercial veg; bio-stimulant for mango + bio-pesticide for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Odisha.pdf"
"West Bengal","Barasat Progressive Vegetable Producer Company Ltd.","North 24 Parganas – North 24 Parganas District","Tomato, Potato, Paddy","Vegetable aggregation; market linkage; input procurement","Peri-urban veg cluster near Kolkata; bio-stimulant + bio-pesticide for residue-free vegetables; [SFAC-VERIFIED]","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Hooghly Vegetable Growers Producer Company Ltd.","Hooghly – Hooghly District","Onion, Potato, Cucumber","Aggregation; market linkage; input procurement","Hooghly veg belt; bio-fungicide + bio-stimulant for onion/potato; fast procurement cycles; [SFAC-VERIFIED]","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Bhangar Vegetable Producer Company Ltd.","South 24 Parganas – Bhangar, South 24 Parganas District","Capsicum, Cauliflower, Beans","Input procurement; aggregation; market linkage","High-value vegetable cluster; bio-pesticide + bio-stimulant for capsicum/beans; export-residue compliance; [SFAC-VERIFIED]","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Sohaiswetpur Krishi Udyog Producer Company Limited","North 24 Parganas – North 24 Parganas District","Off-season/Exotic Vegetables","Premium veg aggregation; market linkage; input procurement","Premium off-season veg cluster; strong bio-stimulant + bio-pesticide positioning for residue-free produce; [SFAC-VERIFIED]","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Murshidabad Mango & Vegetables FPC Ltd.","Murshidabad – Murshidabad District","Mango (Himsagar/Langra), Tomato, Potato","Mango aggregation; export linkage; input procurement","GI mango + vegetable cluster; bio-stimulant for mango quality + bio-fungicide for anthracnose","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Nadia Vegetables & Flowers Producer Company Ltd.","Nadia – Krishnanagar, Nadia District","Tomato, Radish, Marigold, Vegetables","Input procurement; aggregation; floriculture linkage","Peri-urban premium veg + floriculture near Kolkata; bio-stimulant + bio-pesticide for quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Malda Mango Producer Company Ltd.","Malda – Malda District","Mango (Fazli/Himsagar), Vegetables","Mango aggregation; export/cold chain linkage; input procurement","GI Malda mango belt; bio-stimulant for fruit size/quality; bio-fungicide for anthracnose; export market","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Darjeeling Tea & Horticulture FPC Ltd.","Darjeeling – Darjeeling District","Tea, Cardamom, Vegetables","Tea aggregation; export linkage; organic certification","GI Darjeeling tea + cardamom; bio-stimulant + bio-fungicide for organic tea; premium export positioning","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Jalpaiguri Pineapple & Vegetables Producer Company Ltd.","Jalpaiguri – Jalpaiguri District","Pineapple, Ginger, Turmeric, Tea","Aggregation; market linkage; input procurement","Sub-Himalayan fruit + spice belt; bio-stimulant for pineapple + bio-fertilizer for ginger/turmeric","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Cooch Behar Vegetables & Paddy FPC Ltd.","Cooch Behar – Cooch Behar District","Tomato, Brinjal, Cauliflower, Paddy","Input procurement; aggregation; market linkage","Commercial vegetable district in North Bengal; bio-pesticide + bio-stimulant demonstration opportunity","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Bankura Potato & Vegetables FPC Ltd.","Bankura – Bankura District","Potato, Vegetables, Tomato","Input procurement; cold-chain linkage; aggregation","Major potato district; bio-fungicide (late blight) + bio-stimulant for potato quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Burdwan Potato & Vegetable Producer Company Ltd.","Paschim Bardhaman – Durgapur, Bardhaman District","Potato, Tomato, Vegetables","Aggregation; input procurement; market linkage","Burdwan potato + veg belt; large farmer base; bio-fertilizer + bio-stimulant program opportunity","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Purulia Potato & Vegetables FPC Ltd.","Purulia – Purulia District","Potato, Onion, Vegetables, Tomato","Input procurement; aggregation; market linkage","Tribal district horticulture; bio-fertilizer + bio-pesticide demonstration cluster","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Birbhum Vegetables & Paddy Producer Company Ltd.","Birbhum – Suri, Birbhum District","Tomato, Potato, Onion, Paddy","Aggregation; input procurement; market linkage","Commercial veg + paddy cluster; bio-stimulant + bio-fungicide for onion/potato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"West Bengal","Paschim Medinipur Potato & Vegetable FPC Ltd.","Paschim Medinipur – Midnapore, Paschim Medinipur District","Potato, Tomato, Vegetables","Aggregation; input procurement; market linkage","High-density potato + vegetable district; bio-fungicide (late blight) + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20West%20Bengal.pdf"
"Bihar","Muzaffarpur Litchi Producer Company Ltd.","Muzaffarpur – Muzaffarpur District","Litchi, Vegetables, Maize","GI litchi aggregation; export linkage; input procurement","World's best litchi (GI) from Muzaffarpur; bio-stimulant for fruit quality + bio-fungicide for fruit borer management; export residue compliance","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Vaishali Banana & Vegetable FPC Ltd.","Vaishali – Hajipur, Vaishali District","Banana (Hajipur variety), Vegetables","Banana aggregation; market linkage; input procurement","GI Hajipur banana; bio-stimulant for bunch weight + bio-fungicide for Sigatoka","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Nalanda Vegetables & Spice Producer Company Ltd.","Nalanda – Rajgir, Nalanda District","Tomato, Potato, Onion, Vegetables","Input procurement; aggregation; market linkage","Dense vegetable cluster in central Bihar; bio-pesticide + bio-stimulant for commercial veg crops","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Bhagalpur Silk & Vegetable FPC Ltd.","Bhagalpur – Bhagalpur District","Eri Silk, Vegetables, Maize, Mango","Silk aggregation; veg market linkage; input procurement","Bhagalpur silk + mango district; bio-stimulant for mango + bio-pesticide for silk worm feed","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Patna Vegetable Growers Producer Company Ltd.","Patna – Patna District","Tomato, Brinjal, Cauliflower, Onion","Aggregation; market linkage; input procurement","Peri-urban Patna veg cluster; bio-pesticide + bio-stimulant for residue-free vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Champaran Vegetable & Spice FPC Ltd.","East Champaran – Motihari, East Champaran District","Tomato, Ginger, Turmeric, Sugarcane","Input procurement; spice aggregation; market linkage","Commercial ginger/turmeric + veg cluster; bio-stimulant for turmeric + bio-fertilizer","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Darbhanga Makhana Producer Company Ltd.","Darbhanga – Darbhanga District","Makhana (Fox Nut), Paddy, Maize","GI makhana aggregation; export linkage; input procurement","GI makhana export cluster; bio-stimulant + aquatic bio-fertilizer for makhana yield","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Samastipur Vegetables & Paddy FPC Ltd.","Samastipur – Samastipur District","Vegetables, Maize, Paddy","Input procurement; aggregation; market linkage","Central Bihar commercial veg + maize; bio-fertilizer for paddy/maize + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Sitamarhi Vegetable Producer Company Ltd.","Sitamarhi – Sitamarhi District","Tomato, Brinjal, Onion, Chilli","Aggregation; input procurement; market linkage","Border district vegetable cluster; bio-pesticide + bio-stimulant for commercial crops","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Gaya Vegetables & Maize FPC Ltd.","Gaya – Gaya District","Vegetables, Maize, Tomato, Brinjal","Input procurement; aggregation; market linkage","Major maize district + veg cluster; bio-fertilizer for maize + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Kishanganj Pineapple & Vegetable FPC Ltd.","Kishanganj – Kishanganj District","Pineapple, Ginger, Turmeric, Tea","Aggregation; export linkage; input procurement","Sub-Himalayan fruit + spice district; bio-stimulant for pineapple quality; export opportunity","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Araria Maize & Vegetables FPC Ltd.","Araria – Araria District","Maize, Vegetables, Tomato, Paddy","Input procurement; aggregation; market linkage","Commercial maize + veg border district; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Begusarai Vegetables & Paddy FPC Ltd.","Begusarai – Begusarai District","Tomato, Vegetables, Paddy","Aggregation; input procurement; market linkage","Central Bihar veg + paddy cluster; bio-fertilizer for paddy + bio-stimulant for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Rohtas Vegetables & Pulses FPC Ltd.","Rohtas – Sasaram, Rohtas District","Tomato, Onion, Arhar (Pigeon Pea), Wheat","Input procurement; aggregation; pulse market linkage","Southern Bihar pulse + veg cluster; Rhizobium for arhar + bio-stimulant for tomato/onion","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Bihar","Munger Mango & Vegetable Producer Company Ltd.","Munger – Munger District","Mango, Tomato, Potato, Onion","Aggregation; input procurement; market linkage","Commercial mango + veg district in Ganga plains; bio-stimulant for mango + bio-pesticide for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Bihar.pdf"
"Assam","Jorhat Tea & Horticulture Producer Company Ltd.","Jorhat – Jorhat District","Tea, Tomato, Vegetables, Ginger","Tea aggregation; export; input procurement","Major tea district; bio-stimulant for tea + bio-fungicide for blister blight; clean tea export premium","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Kamrup Vegetable Growers Producer Company Ltd.","Kamrup – Guwahati, Kamrup District","Tomato, Brinjal, Okra, Potato","Aggregation; market linkage; input procurement","Peri-urban Guwahati veg cluster; bio-pesticide + bio-stimulant for residue-free vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Nagaon Mustard & Vegetables FPC Ltd.","Nagaon – Nagaon District","Mustard, Tomato, Paddy, Vegetables","Input procurement; aggregation; market linkage","Central Assam mustard + veg cluster; bio-fertilizer for mustard + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Darrang Banana & Vegetable FPC Ltd.","Darrang – Mangaldoi, Darrang District","Banana, Tomato, Vegetables, Ginger","Banana aggregation; market linkage; input procurement","Assam banana + vegetable belt; bio-stimulant for banana + bio-fungicide for ginger rot","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Barpeta Vegetables & Paddy Producer Company Ltd.","Barpeta – Barpeta District","Paddy, Mustard, Vegetables","Aggregation; input procurement; market linkage","Barpeta commercial paddy + mustard zone; bio-fertilizer for paddy + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Sivasagar Tea & Horticulture FPC Ltd.","Sivasagar – Sivasagar District","Tea, Oranges (Mandarin), Vegetables","Tea aggregation; orange export; input procurement","Tea + mandarin cluster; bio-stimulant for orange quality; bio-fungicide for tea","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Dibrugarh Tea & Ginger Producer Company Ltd.","Dibrugarh – Dibrugarh District","Tea, Ginger, Vegetables","Aggregation; export linkage; input procurement","Premium tea district + ginger cluster; bio-stimulant for ginger + bio-fungicide for tea quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Goalpara Vegetables & Paddy FPC Ltd.","Goalpara – Goalpara District","Vegetables, Paddy, Mustard","Input procurement; aggregation; market linkage","West Assam commercial crop cluster; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Cachar Pineapple & Vegetable Producer Company Ltd.","Cachar – Silchar, Cachar District","Pineapple, Tomato, Vegetables, Paddy","Aggregation; market linkage; input procurement","Barak valley pineapple + veg cluster; bio-stimulant for pineapple quality; export potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Golaghat Tea & Horticulture FPC Ltd.","Golaghat – Golaghat District","Tea, Tomato, Potato, Vegetables","Tea aggregation; input procurement; market linkage","Kaziranga-adjacent tea + vegetable belt; bio-stimulant for tea + clean produce for eco-tourism market","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Sonitpur Orange & Vegetables Producer Company Ltd.","Sonitpur – Tezpur, Sonitpur District","Mandarin Orange, Banana, Vegetables","Aggregation; export linkage; input procurement","Tezpur mandarin + banana cluster; bio-stimulant for fruit quality; regional export potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Nalbari Vegetables & Mustard FPC Ltd.","Nalbari – Nalbari District","Mustard, Vegetables, Paddy","Input procurement; aggregation; market linkage","Commercial mustard + paddy district; bio-fertilizer for mustard + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Hailakandi Vegetables & Paddy FPC Ltd.","Hailakandi – Hailakandi District","Paddy, Vegetables, Pineapple","Aggregation; market linkage; input procurement","Barak valley commercial crop cluster; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Kokrajhar Bamboo & Vegetables FPC Ltd.","Kokrajhar – Kokrajhar District","Bamboo, Vegetables, Paddy, Ginger","Tribal aggregation; bamboo product linkage; market access","BTAD tribal cluster; bio-stimulant for ginger + bio-fertilizer for paddy; organic certification potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Assam","Dhubri Vegetables & Jute FPC Ltd.","Dhubri – Dhubri District","Jute, Vegetables, Paddy","Aggregation; market linkage; input procurement","Border district jute + vegetable cluster; bio-stimulant for vegetables + bio-fertilizer for jute","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Assam.pdf"
"Jammu & Kashmir","Pulwama Apple & Saffron Producer Company Ltd.","Pulwama – Pulwama District","Apple, Saffron, Vegetables","Apple aggregation; GI saffron export; input procurement","Major saffron GI cluster + apple; bio-stimulant for apple quality + bio-fungicide for scab; saffron bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Baramulla Apple Growers Producer Company Ltd.","Baramulla – Sopore, Baramulla District","Apple (Delicious varieties), Cherry, Walnut","Apple aggregation; export grading; cold chain; input procurement","Sopore apple mandi – Asia's second largest; bio-stimulant for fruit size/color + bio-pesticide for coding moth","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Anantnag Cherry & Apple Producer Company Ltd.","Anantnag – Anantnag District","Cherry, Apple, Walnut, Saffron","Aggregation; export linkage; input procurement","Premium cherry + saffron district; bio-stimulant for cherry quality + bio-fungicide for Monilinia","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Srinagar Vegetables & Flowers FPC Ltd.","Srinagar – Srinagar District","Tomato, Capsicum, Lotus (Nadru), Marigold","Input procurement; aggregation; market linkage","Peri-urban premium veg + floriculture; bio-pesticide + bio-stimulant for residue-free produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Ganderbal Saffron & Vegetable Producer Company Ltd.","Ganderbal – Ganderbal District","Saffron, Apple, Vegetables","Aggregation; saffron export; input procurement","GI saffron + apple cluster; bio-stimulant for saffron corm quality; residue-free saffron export","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Kupwara Apple & Walnut FPC Ltd.","Kupwara – Kupwara District","Apple, Walnut, Cherry, Vegetables","Aggregation; export grading; input procurement","High-altitude apple + walnut cluster; bio-stimulant + bio-fungicide for apple scab control","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Shopian Apple Producer Company Ltd.","Shopian – Shopian District","Apple, Cherry, Pear","Export-quality apple aggregation; cold chain; input procurement","Shopian – premium apple district; bio-stimulant for size/color + bio-fungicide; export compliance","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
